Name;Age;Nat;Team;Game Played;Goal;Assist;Points;Plus Minus;Position1;Salary;TOI.GP;PIM;G.Bkhd;G.Dflct;G.Slap;G.Snap;G.Tip;G.Wrap;G.Wrst;S.Bkhd;S.Dflct;S.Slap;S.Snap;S.Tip;S.Wrap;S.Wrst;sDist;SA;Grit;iBLK;BLK.;iSCF;SF;SH.;SCA;FO.;X.FOT;dzFOW;dzFOL;nzFOW;nzFOL;ozFOW;ozFOL
Patrick Maroon;28;USA;EDM;81;27;15;42;13;LW;2000000;16.7;95;2;1;0;1;2;1;20;17;2;5;36;16;6;96;21.8;581;316;23;0.021;109;809;0.095;186;0.4;0.012;0;0;0;1;6;8
Matt Martin;27;CAN;TOR;82;5;4;9;0;LW;3500000;8.9;123;0;0;0;2;2;0;1;5;2;0;26;8;0;25;31.5;352;462;26;0.038;26;307;0.065;95;0;0.017;0;1;0;6;0;4
Paul Martin;35;USA;S.J;81;4;22;26;10;D;5000000;19.2;20;0;1;3;0;0;0;0;2;2;23;4;0;0;26;52.9;816;185;124;0.076;1;753;0.081;289;0;0;0;0;0;0;0;0
Alec Martinez;29;USA;L.A;82;9;30;39;-17;D;3900000;21.6;24;0;0;1;1;0;0;7;9;2;49;21;0;1;62;45.8;759;328;167;0.109;19;923;0.083;244;0;0.001;0;1;0;0;0;0
Jordan Martinook;24;CAN;ARI;77;11;14;25;-8;LW;625000;15.7;40;0;0;0;4;1;0;6;17;0;3;15;7;5;62;27.2;704;158;68;0.051;47;529;0.083;251;0.444;0.778;227;242;135;202;98;133
Andreas Martinsen;26;NOR;COL;64;3;4;7;-14;LW;640000;10;32;0;0;0;0;1;0;2;6;0;4;10;4;0;49;36.4;346;235;28;0.042;19;228;0.044;87;0.75;0.007;1;0;1;1;1;0
Michael Matheson;22;CAN;FLA;81;7;10;17;-5;D;925000;21;36;0;0;1;2;2;1;1;7;0;62;34;3;6;67;47.2;952;223;118;0.071;10;817;0.073;271;1;0.001;1;0;0;0;0;0
Auston Matthews;19;USA;TOR;82;40;29;69;2;C;925000;17.6;14;5;0;0;10;6;0;19;36;1;6;98;17;10;111;25;687;96;61;0.048;133;890;0.096;209;0.468;0.841;95;124;190;208;243;265
Shawn Matthias;28;CAN;WPG;45;8;4;12;0;LW;2125000;13.6;13;1;1;2;1;0;0;3;13;2;6;4;1;0;25;26.6;350;80;19;0.031;17;274;0.08;97;0.313;0.028;2;6;3;0;0;5
Scott Mayfield;24;USA;NYI;25;2;7;9;-1;D;575000;14.1;35;1;0;1;0;0;0;0;1;0;10;11;0;0;17;47.2;186;111;36;0.107;4;182;0.11;52;0;0;0;0;0;0;0;0
Jamie McBain;28;USA;ARI;3;0;0;0;-1;D;650000;16.7;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;60.7;30;4;4;0.069;0;26;0.077;10;0;0;0;0;0;0;0;0
Jake McCabe;23;USA;BUF;76;3;17;20;-7;D;1250000;20.7;26;0;0;0;2;0;0;1;0;1;14;22;1;0;41;50.3;953;213;114;0.07;10;726;0.09;258;0;0;0;0;0;0;0;0
Jared McCann;20;CAN;FLA;29;1;6;7;-1;C;925000;11.6;4;0;0;0;0;1;0;0;4;2;8;9;2;0;19;36.4;150;38;6;0.022;8;175;0.074;33;0.39;0.321;7;21;9;18;25;25
Michael McCarron;21;USA;MTL;31;1;4;5;-4;RW;832500;9.9;41;0;0;0;0;0;0;1;4;0;0;1;1;0;25;26.3;141;132;11;0.044;10;126;0.071;32;0.434;0.745;16;29;34;43;26;27
Jay McClement;33;CAN;CAR;65;5;3;8;-8;C;1100000;11.4;18;0;0;2;0;1;0;2;6;0;4;4;3;0;20;23.5;394;107;40;0.051;25;247;0.061;133;0.482;0.878;105;120;87;93;61;59
Max McCormick;24;USA;OTT;7;0;0;0;-3;RW;650000;6.8;0;0;0;0;0;0;0;0;1;0;0;2;0;1;3;30;32;14;1;0.016;2;20;0;8;0.625;0.471;4;2;6;2;5;5
Ian McCoshen;21;USA;FLA;3;0;1;1;0;D;925000;13.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;5;2;0.071;0;15;0.067;4;0;0;0;0;0;0;0;0
Connor McDavid;19;CAN;EDM;82;30;70;100;27;C;925000;21.1;26;8;0;0;7;0;0;15;45;1;7;36;13;9;141;21.6;753;89;29;0.02;132;1036;0.124;235;0.432;0.505;78;108;157;203;113;147
Ryan McDonagh;27;USA;NYR;77;6;36;42;20;D;5000000;24.3;37;0;0;0;1;1;0;4;2;1;43;20;2;0;85;48.2;924;278;160;0.087;17;1002;0.096;298;0;0;0;0;0;0;0;0
Colin McDonald;32;USA;PHI;3;1;0;1;1;RW;625000;9;0;0;0;0;0;0;0;1;0;0;0;3;0;0;2;24.4;13;9;0;0;3;13;0.077;5;0;0.04;0;0;0;0;0;1
Evan McEneny;22;CAN;VAN;1;0;0;0;-1;D;575000;15.1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;62;6;0;0;0;0;6;0.167;3;0;0;0;0;0;0;0;0
Brock McGinn;22;CAN;CAR;57;7;9;16;-11;LW;800000;11.9;6;1;0;0;2;1;0;3;12;0;7;18;3;0;34;26.4;324;119;22;0.034;39;286;0.077;95;0.25;0.006;0;0;0;2;1;1
Jamie McGinn;28;CAN;ARI;72;9;8;17;-23;LW;3000000;13.2;23;0;0;1;2;2;0;4;11;2;14;8;11;3;67;28.9;511;158;18;0.019;51;460;0.061;143;0.333;0.003;1;0;0;1;0;1
Dylan McIlrath;24;CAN;FLA;6;1;0;1;-2;D;800000;9.5;14;0;0;0;1;0;0;0;0;0;0;2;0;0;1;55.3;29;35;4;0.075;0;15;0.067;9;0;0;0;0;0;0;0;0
Greg McKegg;24;CAN;FLA;46;3;4;7;-3;C;700000;9.9;22;1;0;0;1;0;0;1;3;1;5;7;3;0;17;32.4;269;88;16;0.035;8;178;0.084;56;0.5;0.406;37;33;36;35;17;22
Curtis McKenzie;25;CAN;DAL;53;6;10;16;5;LW;700000;10.8;72;0;1;0;0;1;0;4;7;1;3;2;10;0;43;27.4;297;214;31;0.051;29;261;0.088;98;0.5;0.012;1;2;1;0;1;1
Cody McLeod;32;CAN;COL;59;5;1;6;-3;LW;1250000;7.2;145;0;0;0;0;2;0;3;6;0;1;2;4;1;16;28.5;217;328;14;0.034;8;140;0.071;49;0;0.003;0;0;0;1;0;0
Brayden McNabb;25;CAN;L.A;49;2;2;4;1;D;1600000;15.1;54;0;0;1;0;0;0;1;2;0;25;3;1;0;16;51.2;281;224;54;0.096;6;392;0.048;83;0;0;0;0;0;0;0;0
Mark McNeill;23;CAN;DAL;1;0;0;0;-1;C;600000;13.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;6;1;1;0.056;1;4;0;4;0;0.2;0;2;0;0;0;0
Adam Mcquaid;30;CAN;BOS;77;2;8;10;4;D;3000000;18.2;71;0;0;0;1;0;0;1;0;0;23;13;0;0;28;59.7;668;377;144;0.109;1;668;0.072;196;0;0;0;0;0;0;0;0
Wade Megan;26;USA;STL;3;1;0;1;1;C;NA;8.8;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5;30.8;12;2;0;0;2;16;0.125;0;0.481;0.9;6;5;4;8;3;1
Jaycob Megna;24;USA;ANA;1;0;0;0;1;D;925000;15.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;6;0.167;5;0;0;0;0;0;0;0;0
Jayson Megna;26;USA;VAN;58;4;4;8;-4;C;600000;12.4;6;1;0;0;0;1;0;2;7;3;3;5;4;1;49;27.7;346;116;23;0.036;31;292;0.058;78;0.125;0.025;0;6;1;4;1;4
Timo Meier;20;CHE;S.J;34;3;3;6;1;RW;925000;12.5;10;1;0;0;0;0;0;2;12;2;6;9;3;5;48;26.4;170;79;5;0.014;28;241;0.054;45;0.2;0.014;0;0;0;1;1;3
Julian Melchiori;25;CAN;WPG;18;0;2;2;0;D;600000;18;8;0;0;0;0;0;0;0;0;0;7;1;0;0;7;60.9;160;69;31;0.101;1;135;0.067;56;0;0;0;0;0;0;0;0
Jon Merrill;24;USA;N.J;51;1;5;6;-9;D;1000000;18.7;24;0;0;0;0;0;1;0;0;0;17;15;0;1;15;52.5;471;131;68;0.079;2;393;0.064;134;0;0;0;0;0;0;0;0
Marc Methot;31;CAN;OTT;68;0;12;12;13;D;4900000;19.8;24;0;0;0;0;0;0;0;3;1;22;13;0;2;28;45.4;716;265;77;0.054;6;635;0.083;191;0;0;0;0;0;0;0;0
Milan Michalek;32;CZE;TOR;5;1;1;2;-2;LW;4000000;14.3;2;0;0;0;0;1;0;0;0;0;0;0;1;0;5;22.8;33;18;9;0.12;2;28;0.071;10;0;0.013;0;0;0;1;0;0
Zbynek Michalek;34;CZE;ARI;3;0;0;0;1;D;3200000;17.7;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;68.7;34;12;5;0.079;0;22;0.045;9;0;0;0;0;0;0;0;0
Sonny Milano;20;USA;CBJ;4;0;0;0;-3;LW;925000;11.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8.5;19;5;2;0.051;2;19;0.053;7;0;0;0;0;0;0;0;0
Colin Miller;24;CAN;BOS;61;6;7;13;0;D;900000;15.8;55;0;0;3;0;0;0;3;2;0;51;12;0;0;20;51.5;330;179;36;0.055;3;557;0.061;76;0;0;0;0;0;0;0;0
Drew Miller;32;USA;DET;55;5;2;7;-12;LW;1025000;10.2;18;0;0;1;2;0;0;2;3;1;2;4;0;1;32;25;323;141;52;0.079;15;212;0.042;102;0.667;0.006;1;0;0;0;1;1
J.T. Miller;23;USA;NYR;82;22;34;56;17;LW;2750000;16.4;21;0;3;2;7;4;0;6;9;5;17;25;14;1;61;28.5;717;179;56;0.041;61;608;0.117;235;0.44;0.292;43;51;36;59;78;90
Kevan Miller;29;USA;BOS;58;3;10;13;1;D;2500000;17.7;50;0;0;0;1;0;0;2;2;0;14;11;0;0;22;55;438;251;76;0.085;1;480;0.073;133;0;0;0;0;0;0;0;0
Garrett Mitchell;25;CAN;WSH;1;0;0;0;0;RW;600000;8.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;5;0;1;0;0.167;0;0;0;1;0;0
John Mitchell;31;CAN;COL;65;3;4;7;-12;C;1900000;12.5;45;0;0;0;0;0;0;3;5;0;4;11;2;0;35;32.1;399;179;45;0.062;19;313;0.045;109;0.554;0.747;98;95;95;69;105;76
Torrey Mitchell;31;CAN;MTL;78;8;9;17;5;C;1300000;12.6;38;1;1;1;0;0;1;4;10;1;3;4;3;4;43;28.3;490;143;56;0.057;30;376;0.077;162;0.545;0.748;210;198;119;87;81;57
Zack Mitchell;23;CAN;MIN;11;0;0;0;-1;RW;640000;8.4;0;0;0;0;0;0;0;0;1;0;0;1;0;1;7;28.1;41;17;3;0.034;2;34;0;7;0.579;0.235;3;3;4;1;4;4
Griffen Molino;22;USA;VAN;5;0;0;0;-2;C;925000;10.6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;27.3;32;2;1;0.018;3;17;0;10;0;0;0;0;0;0;0;0
Sean Monahan;22;CAN;CGY;82;27;31;58;-1;C;6500000;17.6;20;2;0;3;2;0;0;20;14;1;9;20;23;0;132;24.7;659;79;25;0.021;115;819;0.099;193;0.515;0.958;156;171;221;196;366;334
Brandon Montour;22;CAN;ANA;27;2;4;6;11;D;925000;17.4;14;0;0;2;0;0;0;0;3;0;17;4;1;0;25;45.5;214;59;24;0.056;7;243;0.078;62;0;0;0;0;0;0;0;0
Dominic Moore;36;CAN;BOS;82;11;14;25;2;C;900000;12.9;44;1;0;1;2;1;0;6;17;1;10;16;6;0;46;32.1;565;149;42;0.04;29;439;0.075;161;0.546;0.658;152;154;110;75;94;67
John Moore;26;USA;N.J;63;12;10;22;-7;D;1750000;18.8;39;1;0;2;6;1;0;2;5;0;21;37;1;0;38;45.8;671;169;61;0.053;11;472;0.089;219;0;0;0;0;0;0;0;0
Samuel Morin;21;CAN;PHI;1;0;0;0;0;D;832500;17.8;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;46;5;7;0;0;0;8;0;4;0;0;0;0;0;0;0;0
Josh Morrissey;21;CAN;WPG;82;6;14;20;6;D;832500;19.4;38;0;0;3;0;1;0;2;3;0;30;11;1;1;53;47.8;755;322;139;0.097;7;728;0.103;229;0;0;0;0;0;0;0;0
Joe Morrow;24;CAN;BOS;17;0;1;1;-4;D;800000;15.5;8;0;0;0;0;0;0;0;1;0;6;2;0;0;10;51.1;124;56;19;0.081;1;120;0.033;28;0;0;0;0;0;0;0;0
Tyler Motte;21;USA;CHI;33;4;3;7;2;LW;925000;11.4;14;0;0;0;1;0;0;3;1;0;0;3;1;1;40;31.3;217;65;24;0.058;12;137;0.08;72;0.4;0.028;3;2;1;1;0;3
Matt Moulson;33;CAN;BUF;81;14;18;32;-4;LW;5000000;11.6;10;2;1;1;1;0;0;9;13;4;9;20;13;1;74;25.1;401;65;18;0.026;71;568;0.085;79;0.25;0.004;0;0;1;2;0;1
Mirco Mueller;21;CHE;S.J;4;1;1;2;2;D;832500;9.4;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;68;18;5;3;0.083;0;17;0.176;8;0;0;0;0;0;0;0;0
Connor Murphy;23;USA;ARI;77;2;15;17;-13;D;2400000;19.2;45;0;0;0;0;0;0;2;0;0;32;8;0;0;41;55.9;832;366;119;0.076;6;625;0.08;263;0;0;0;0;0;0;0;0
Ryan Murphy;23;CAN;CAR;27;0;2;2;-11;D;750000;13;8;0;0;0;0;0;0;0;0;0;11;3;0;0;3;46.7;156;41;31;0.096;0;144;0.035;39;0;0;0;0;0;0;0;0
Ryan Murray;23;CAN;CBJ;60;2;9;11;3;D;2825000;18.3;24;1;0;0;0;0;0;1;2;0;15;14;2;0;19;44.4;593;143;96;0.085;6;469;0.09;202;0;0;0;0;0;0;0;0
Jake Muzzin;27;CAN;L.A;82;9;19;28;-21;D;4000000;22.3;46;0;1;5;0;0;0;3;1;1;75;20;0;0;87;51.8;752;330;122;0.081;11;968;0.073;235;0;0;0;0;0;0;0;0
Tyler Myers;26;CAN;WPG;11;2;3;5;5;D;4000000;22.2;13;0;0;1;1;0;0;0;0;0;6;2;0;0;8;41.8;124;47;21;0.088;1;100;0.11;41;0;0;0;0;0;0;0;0
Jakub Nakladal;29;CZE;CAR;3;0;0;0;-4;D;NA;14.5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;35;27;6;4;0.087;0;15;0;6;0;0;0;0;0;0;0;0
Vladislav Namestnikov;24;RUS;T.B;74;10;18;28;-4;C;1900000;14.8;31;0;1;1;0;2;0;5;11;3;8;11;18;1;62;25.4;463;135;31;0.037;57;598;0.094;109;0.435;0.468;59;49;59;97;91;125
Rick Nash;32;CAN;NYR;67;23;15;38;9;RW;8000000;16.5;26;3;0;0;3;2;0;15;19;1;6;25;16;2;126;27.1;570;124;35;0.032;84;545;0.11;164;0;0.001;0;0;0;0;0;1
Riley Nash;27;CAN;BOS;81;7;10;17;-1;C;900000;13.8;14;0;0;0;1;1;1;4;16;1;2;23;10;4;69;25.9;512;117;36;0.035;51;472;0.053;140;0.491;0.522;99;119;100;105;76;59
James Neal;29;CAN;NSH;70;23;18;41;-10;RW;5000000;17.7;35;0;1;2;6;1;0;13;14;5;15;31;8;0;129;28.3;526;138;18;0.019;80;705;0.087;120;0.5;0.005;1;0;1;1;1;2
Chris Neil;37;CAN;OTT;53;1;3;4;-11;RW;1500000;7.6;63;0;0;0;0;0;0;1;2;4;6;5;1;4;20;30;192;198;20;0.051;17;191;0.031;40;0;0;0;0;0;0;0;0
Brock Nelson;25;USA;NYI;81;20;25;45;-6;C;2500000;15.6;36;1;2;0;4;0;0;13;8;3;8;23;9;6;116;26.6;635;134;48;0.039;65;615;0.102;189;0.437;0.705;136;164;124;154;86;127
Casey Nelson;24;USA;BUF;11;0;0;0;-3;D;650000;12.6;4;0;0;0;0;0;0;0;0;0;5;2;0;0;3;54.1;66;24;5;0.046;0;64;0.047;18;0;0;0;0;0;0;0;0
Patrik Nemeth;24;SWE;DAL;40;0;3;3;-4;D;900000;15.8;14;0;0;0;0;0;0;0;4;0;11;7;0;0;24;42.1;336;106;47;0.073;5;311;0.061;99;0;0;0;0;0;0;0;0
Aaron Ness;26;USA;WSH;2;0;0;0;-1;D;575000;12.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;4;2;0.08;0;7;0;3;0;0;0;0;0;0;0;0
Nikita Nesterov;23;RUS;MTL;48;4;13;17;0;D;725000;16.3;24;0;0;3;1;0;0;0;2;0;20;8;1;0;32;46.2;359;129;21;0.035;2;388;0.082;97;0;0;0;0;0;0;0;0
Andrej Nestrasil;25;CZE;CAR;19;1;4;5;-3;C;950000;10.9;2;0;0;0;0;0;0;1;6;0;0;7;0;0;14;23.1;82;18;6;0.036;7;107;0.056;32;0.3;0.058;1;2;1;3;1;2
Nino Niederreiter;24;CHE;MIN;82;25;32;57;17;RW;3500000;15.1;53;4;2;1;2;2;0;14;13;11;9;23;12;2;116;26.9;474;194;20;0.023;85;717;0.116;101;0;0.001;0;0;0;1;0;0
Frans Nielsen;32;DNK;DET;79;17;24;41;-19;C;6000000;17.1;18;3;0;2;2;2;0;8;28;3;13;30;11;1;76;29.9;656;136;54;0.044;63;683;0.086;212;0.538;0.845;164;179;217;180;272;202
Matt Nieto;24;USA;COL;59;7;6;13;-12;LW;735000;14.9;8;1;0;0;0;1;0;5;9;2;6;14;6;2;46;27.9;434;83;34;0.043;26;393;0.046;127;0.333;0.007;1;0;1;2;0;2
Cristoval Nieves;22;USA;NYR;1;0;0;0;-1;C;742500;11.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;1;0.063;1;4;0.25;5;0.3;0.769;0;1;2;5;1;1
Matt Niskanen;30;USA;WSH;78;5;34;39;20;D;5750000;22.2;32;0;0;2;0;0;0;3;1;0;57;25;1;0;70;51.7;769;272;93;0.065;10;855;0.096;291;0;0;0;0;0;0;0;0
Stefan Noesen;23;USA;ANA;44;8;2;10;6;RW;600000;11;24;1;0;0;1;0;0;6;8;0;8;17;5;4;21;25.2;226;84;10;0.025;24;229;0.07;62;0.388;0.145;3;5;12;14;11;22
Nelson Nogier;20;CAN;WPG;10;0;0;0;-1;D;650000;11.3;5;0;0;0;0;0;0;0;0;0;6;1;0;0;1;42.1;68;23;5;0.046;0;54;0.056;14;0;0;0;0;0;0;0;0
Jordan Nolan;27;CAN;L.A;46;4;4;8;-3;C;1000000;10.8;44;1;0;1;0;0;0;2;5;0;4;10;1;0;19;35.2;197;117;7;0.018;11;205;0.054;53;0.333;0.015;0;1;0;0;2;3
Joakim Nordstrom;24;SWE;CAR;82;7;5;12;-12;LW;1250000;12.7;17;2;0;0;2;0;0;3;8;0;6;32;8;0;50;34.1;496;207;41;0.042;43;423;0.045;165;0.31;0.031;1;1;1;4;7;15
Tomas Nosek;24;CZE;DET;11;1;0;1;-1;LW;575000;10.1;2;0;0;0;0;0;0;1;1;1;1;2;0;2;12;20.7;60;17;5;0.043;11;56;0.036;17;0.544;0.773;15;14;13;8;9;9
Ryan Nugent-Hopkins;23;CAN;EDM;82;18;25;43;-10;C;6000000;17.7;29;1;0;0;1;2;0;14;18;2;5;50;14;2;109;28.1;738;112;35;0.025;79;767;0.078;260;0.438;0.833;145;215;233;279;178;218
Darnell Nurse;21;CAN;EDM;44;5;6;11;0;D;832500;17;33;0;0;0;2;0;0;3;8;0;17;21;0;2;37;48.5;433;196;53;0.073;4;370;0.078;145;0;0;0;0;0;0;0;0
Markus Nutivaara;22;FIN;CBJ;66;2;5;7;7;D;792500;13.2;6;0;0;1;1;0;0;0;2;0;13;22;0;0;29;48.1;430;80;38;0.048;6;407;0.079;148;0;0;0;0;0;0;0;0
Alex Nylander;18;CAN;BUF;4;0;1;1;-2;RW;925000;12.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;38.3;38;3;2;0.04;0;25;0.04;9;0;0.042;0;1;0;0;0;1
William Nylander;20;SWE;TOR;81;22;39;61;-3;C;925000;16;32;1;0;1;6;1;0;13;8;1;11;77;12;2;94;31.8;610;73;16;0.015;67;810;0.091;170;0.402;0.104;9;11;15;29;25;33
Gustav Nyquist;27;SWE;DET;76;12;36;48;0;RW;4250000;17.3;18;2;1;1;3;0;0;5;18;2;5;35;12;2;91;27.4;574;92;20;0.02;86;714;0.095;156;0.8;0.004;1;0;2;0;1;1
Liam O'Brien;22;CAN;WSH;1;0;0;0;0;C;630000;6.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0
Rob O'Gara;23;USA;BOS;3;0;0;0;1;D;925000;16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;56.5;30;10;7;0.125;0;19;0.053;9;0;0;0;0;0;0;0;0
Daniel O'Regan;22;USA;S.J;3;1;0;1;-2;C;792500;10.1;0;0;1;0;0;0;0;0;0;1;2;1;0;0;1;27.6;17;3;2;0.029;2;12;0.083;6;0.469;0.962;2;6;4;5;9;6
Cal O'Reilly;30;CAN;BUF;11;0;1;1;-6;C;700000;7.9;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;31.7;44;5;3;0.038;0;33;0.061;12;0.485;0.971;10;8;13;12;9;14
Ryan O'Reilly;25;CAN;BUF;72;20;35;55;-1;C;11000000;21.5;10;3;0;4;5;2;0;6;22;2;39;23;8;3;92;32.7;856;76;45;0.03;71;875;0.099;245;0.58;0.957;424;321;255;189;360;242
Johnny Oduya;35;SWE;CHI;52;2;7;9;-4;D;3750000;18.2;18;0;0;2;0;0;0;0;1;1;20;3;0;0;12;54.2;492;170;123;0.114;5;382;0.079;165;0;0;0;0;0;0;0;0
Jordan Oesterle;24;USA;EDM;2;0;0;0;-1;D;585000;17.3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;49;9;5;3;0.111;0;16;0;3;0;0;0;0;0;0;0;0
Kyle Okposo;28;USA;BUF;65;19;26;45;-7;RW;8000000;18.9;24;5;2;0;3;0;0;9;19;3;3;20;8;2;101;28.4;606;102;25;0.024;64;734;0.097;133;0.545;0.074;9;6;10;11;35;28
Jamie Oleksiak;24;CAN;DAL;41;5;2;7;-4;D;918750;16.2;37;1;0;2;0;0;0;2;3;0;11;2;0;1;16;43.6;325;144;53;0.078;3;320;0.072;122;0;0;0;0;0;0;0;0
Steve Oleksy;30;USA;PIT;11;0;1;1;2;D;575000;13.7;24;0;0;0;0;0;0;0;0;0;1;3;0;0;7;53.3;71;65;19;0.13;0;84;0.071;21;0;0;0;0;0;0;0;0
Gustav Olofsson;22;SWE;MIN;13;0;3;3;-1;D;925000;13.5;2;0;0;0;0;0;0;0;0;0;1;0;0;0;6;53.7;76;28;16;0.093;1;96;0.094;20;0;0;0;0;0;0;0;0
Dmitry Orlov;25;RUS;WSH;82;6;27;33;30;D;2570000;19.5;51;0;0;5;1;0;0;0;6;0;52;22;0;0;45;44.6;666;268;94;0.074;7;848;0.1;215;0;0;0;0;0;0;0;0
Brooks Orpik;36;USA;WSH;79;0;14;14;32;D;5500000;17.8;48;0;0;0;0;0;0;0;0;0;36;9;0;0;48;58.2;682;363;132;0.102;2;653;0.093;206;0;0;0;0;0;0;0;0
T.J. Oshie;30;USA;WSH;68;33;23;56;28;RW;4500000;17.8;36;8;1;2;5;2;0;15;23;2;14;18;11;3;72;25.6;520;181;50;0.05;88;699;0.136;192;0.483;0.141;11;11;4;8;72;74
Steve Ott;34;CAN;DET;53;3;4;7;-8;C;800000;10.8;80;1;0;0;0;1;0;1;6;2;1;7;4;0;25;30.8;320;255;23;0.038;14;204;0.044;108;0.55;0.502;81;71;29;28;43;26
Xavier Ouellet;23;FRA;DET;66;3;9;12;2;D;715000;17.9;51;0;0;2;0;0;0;1;2;0;28;12;0;1;46;53.4;619;214;87;0.075;6;512;0.078;195;0;0.002;0;2;0;0;0;0
Alex Ovechkin;31;RUS;WSH;82;33;36;69;6;LW;10000000;18.3;50;4;0;7;6;2;0;14;18;1;73;75;7;0;139;34.8;650;295;29;0.023;82;941;0.113;214;0;0.001;0;0;0;1;0;0
Magnus Paajarvi;25;SWE;STL;32;8;5;13;9;LW;700000;12.2;6;0;0;0;1;1;0;6;7;2;0;3;5;1;33;24.7;182;51;16;0.046;24;183;0.104;49;0.333;0.009;0;0;0;1;1;1
Max Pacioretty;28;USA;MTL;81;35;32;67;15;LW;5000000;19.1;38;4;0;1;7;3;0;20;21;0;10;43;14;0;180;33.1;691;136;35;0.028;89;878;0.104;206;0.54;0.032;2;0;5;5;20;18
Jean-Gabriel Pageau;24;CAN;OTT;82;12;21;33;13;C;1100000;16.1;24;2;0;1;0;2;0;7;31;4;9;16;18;0;91;32.7;698;264;79;0.055;63;564;0.082;214;0.548;0.703;239;202;192;153;127;105
Iiro Pakarinen;25;FIN;EDM;14;2;2;4;2;RW;725000;8.9;2;0;0;0;0;0;0;2;0;0;2;4;0;0;9;39.1;47;38;6;0.056;2;51;0.078;21;0;0.008;0;0;0;0;0;1
Ondrej Palat;25;CZE;T.B;75;17;35;52;8;LW;4000000;19.1;39;0;0;0;1;3;0;13;11;0;17;22;18;1;93;27.9;691;247;66;0.054;66;785;0.106;181;0.265;0.023;0;3;5;6;4;16
Kyle Palmieri;25;USA;N.J;80;26;27;53;2;RW;4500000;17.2;46;0;1;2;6;4;0;13;13;1;33;61;10;2;72;30;649;208;36;0.031;73;689;0.109;183;0.414;0.019;2;2;0;7;10;8
Artemi Panarin;25;RUS;CHI;82;31;43;74;18;LW;925000;19.4;21;0;0;12;3;0;0;16;9;1;66;15;5;1;114;31;687;59;14;0.012;64;938;0.111;206;0.2;0.008;0;0;2;1;0;7
Richard Panik;25;SVK;CHI;82;22;22;44;14;RW;875000;14.7;58;5;0;0;4;0;0;13;16;3;3;22;2;2;107;25.9;587;252;45;0.043;66;653;0.103;154;0.286;0.006;1;0;0;2;1;3
Cedric Paquette;23;CAN;T.B;58;4;6;10;-6;C;800000;11.5;80;0;0;1;0;0;0;3;10;0;1;9;1;2;45;27.6;353;274;46;0.068;19;268;0.052;88;0.461;0.644;94;110;73;77;33;47
Colton Parayko;23;CAN;STL;81;4;31;35;7;D;925000;21.2;32;0;0;2;0;0;0;2;5;0;74;18;1;0;90;51;771;229;117;0.08;13;826;0.092;222;0;0;0;0;0;0;0;0
Adam Pardy;32;CAN;NSH;4;0;0;0;-1;D;575000;11;6;0;0;0;0;0;0;0;0;0;0;2;0;0;2;44;25;12;3;0.064;0;25;0.04;9;0;0;0;0;0;0;0;0
PA Parenteau;33;CAN;N.J;67;13;15;28;-18;RW;1250000;14.6;35;0;0;1;3;4;0;5;9;1;16;28;10;0;59;32.1;437;105;9;0.012;42;564;0.071;116;0.3;0.021;0;1;0;4;6;9
Zach Parise;32;USA;MIN;69;19;23;42;-3;LW;9000000;17.4;30;1;1;2;3;3;0;9;20;6;10;29;15;2;112;23.3;603;145;69;0.06;104;718;0.091;144;0.615;0.011;0;0;3;1;5;4
David Pastrnak;20;CZE;BOS;75;34;36;70;11;RW;925000;17.9;34;3;0;6;8;2;0;15;26;2;55;50;11;0;117;34.4;524;138;32;0.032;80;906;0.108;143;0.667;0.002;1;0;0;0;1;1
Greg Pateryn;26;USA;DAL;36;1;8;9;-1;D;750000;15.4;10;0;0;0;0;0;0;1;0;0;25;2;0;0;15;54.5;270;145;66;0.125;3;276;0.076;86;0;0;0;0;0;0;0;0
Nick Paul;21;CAN;OTT;1;0;0;0;-2;LW;692500;16.5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;26;4;3;0;0;3;10;0;3;0.385;0.722;1;4;3;0;1;4
